Warehouse_ID,Location,Current_Stock,Warehouse_Capacity,Employee_Count,Demand_Forecast,Monthly_Sales,Backorder_Quantity,Stockout_Risk,Lead_Time_Days,Shipping_Time_Days,Order_Processing_Time,Storage_Cost,Operational_Cost,Transportation_Cost,Damaged_Goods,Return_Rate,Customer_Rating,Supplier_ID,Product_Category
WH312,Dallas,4808,46284,39,1153,9223,238,19,10,6,0.82622033,16981,34386,11539,19,0.785529324,3.70738227,S471,Groceries
WH483,Miami,583,33922,23,3301,4534,298,21,2,6,0.8340031,7619,45378,14413,13,2.208844549,1.436325711,S498,Automotive
WH307,Chicago,2535,38167,44,670,9709,64,7,10,5,2.392929788,2813,86852,9918,15,1.469760507,2.788001508,S105,Electronics
WH096,Denver,876,42787,44,4572,1549,164,21,8,4,4.737408839,16048,51273,12204,31,4.378774438,3.676212319,S529,Automotive
WH037,Houston,1389,16071,18,1881,2669,2,17,3,2,2.738094465,5523,48242,4816,45,1.126094208,4.512628245,S860,Apparel
WH319,Dallas,3321,44887,71,3357,4167,245,16,9,1,3.668513114,2797,64265,9671,12,2.629330282,3.404088117,S709,Furniture
WH039,Miami,874,11714,38,3644,7033,80,8,7,3,2.701237622,8626,87744,3739,48,7.269622657,1.295608615,S724,Furniture
WH379,Seattle,1431,33343,60,4199,2413,96,8,5,4,2.960442684,7383,73889,6215,36,1.952912959,3.849948405,S537,Furniture
WH165,Dallas,4585,10927,59,1133,7346,15,16,7,2,3.061060258,7768,59096,3878,24,8.122255481,2.712056291,S255,Apparel
WH228,Dallas,3000,17122,93,2800,3022,241,17,7,6,2.073407129,4512,68570,14576,39,1.725689706,2.077692875,S549,Groceries
WH095,Denver,4376,15561,96,3250,2486,44,12,9,4,3.75068419,18118,92958,2657,50,2.170777758,1.906401479,S428,Furniture
WH458,Seattle,1930,11992,62,1690,4275,3,14,2,5,0.835235957,10108,59326,558,22,1.021860731,2.291869361,S305,Apparel
WH111,New York,1306,10857,12,2568,7126,292,6,4,1,1.720847232,14934,99648,5552,24,5.418592417,4.200947305,S417,Apparel
WH063,Denver,519,46938,23,4714,1845,127,13,10,7,2.56344944,13318,48320,3878,50,9.643661998,4.354149554,S782,Furniture
WH195,Miami,1618,31711,33,499,6348,65,5,8,3,3.327310733,4840,76517,7402,50,6.979741513,3.872925131,S746,Apparel
WH033,New York,2148,40292,88,3006,9780,267,18,8,6,2.49834742,17468,78909,13194,22,9.267905021,1.614699523,S779,Apparel
WH290,San Francisco,1252,38812,34,4500,1988,274,17,3,4,3.151417196,18418,70261,12601,17,6.033220545,3.30698139,S111,Groceries
WH033,Denver,1877,23562,47,1816,9526,169,7,2,4,4.247775336,4158,67582,862,39,8.731866696,4.109156309,S996,Electronics
WH492,Dallas,4910,23954,48,2192,1004,66,18,10,6,4.834405253,13725,80267,8905,5,7.402858602,4.700883132,S508,Groceries
WH196,San Francisco,4812,10905,75,751,2245,108,21,10,6,2.995534915,18866,33970,7405,10,5.924001563,3.023004541,S813,Electronics
WH054,New York,3234,18257,61,4239,8678,74,17,8,7,3.37067033,18102,53723,8880,41,6.243344099,4.161418912,S156,Electronics
WH462,Atlanta,3142,18089,86,2856,3289,223,15,9,4,2.67772825,19529,97968,7146,15,2.426145102,1.828944182,S728,Automotive
WH221,Chicago,4943,11235,28,3956,5874,76,15,4,3,0.774531201,7855,93573,14611,44,1.734219318,4.332292857,S697,Electronics
WH251,Denver,3252,26329,84,4110,7620,268,23,9,1,4.231503634,2308,31002,9978,34,4.90407045,4.39178554,S244,Apparel
WH118,Seattle,2936,12727,56,1810,2984,260,15,7,1,0.971550172,1632,85788,12062,41,5.255492602,2.084627519,S871,Electronics
WH358,Houston,1336,41200,65,2299,6728,270,16,3,7,0.863903696,3103,58287,9223,5,4.665251033,3.334094526,S207,Automotive
WH225,San Francisco,2338,49023,64,2984,9782,249,16,5,6,3.89735631,13849,99158,14520,8,7.300319872,1.764712758,S273,Furniture
WH353,Atlanta,1817,39379,96,5158,5974,158,18,7,3,3.470672502,8720,80216,13741,11,6.361999198,4.439038583,S968,Groceries
WH420,San Francisco,3889,39899,21,4046,4067,149,20,2,2,4.715296744,19918,66747,1522,7,7.868701787,4.406759226,S595,Apparel
WH239,Miami,2435,46320,29,3823,3797,25,15,10,1,3.469364787,6255,55720,7436,24,3.163697658,3.789322232,S284,Groceries
WH491,Miami,4508,10464,75,2131,5076,110,11,5,2,1.804647089,13887,72094,5737,6,2.574709048,4.605613554,S232,Automotive
WH465,Houston,4939,29356,23,2881,9078,137,14,10,6,0.534061746,10599,82802,951,27,1.29189318,4.194979732,S505,Groceries
WH439,Dallas,3555,40412,91,4504,4434,141,16,5,6,3.25061522,4257,49831,7568,45,6.805738657,3.567064375,S925,Electronics
WH422,Miami,1219,13414,23,4620,3844,274,12,8,4,2.947869738,2093,87187,8128,49,7.146980659,1.4941283,S138,Automotive
WH162,Chicago,2737,42643,78,1503,6939,0,17,5,3,4.454161447,7212,72351,8668,46,4.059557449,2.505662813,S256,Electronics
WH381,Los Angeles,3835,22411,15,969,3646,77,5,9,2,4.935029276,6006,62446,6845,18,5.120439655,1.004825484,S325,Furniture
WH433,San Francisco,1011,34918,48,4060,3308,258,21,5,5,3.417961865,2038,76238,14626,46,7.173437635,2.411667413,S963,Apparel
WH417,Denver,3017,41470,58,3410,5507,242,16,7,7,3.810683966,15077,95929,13522,44,9.440451051,1.233260128,S365,Automotive
WH271,Houston,2190,39709,71,4409,3787,80,21,5,7,4.706867146,11486,99472,4392,13,1.170620771,3.318058985,S891,Furniture
WH349,Los Angeles,2308,49852,31,724,3727,240,16,5,1,4.904813561,12760,92173,11568,36,9.992465129,2.887422394,S273,Electronics
WH026,Houston,1992,16817,37,4773,4612,107,12,5,4,1.793350418,11598,36291,10070,48,4.670677887,1.698421828,S219,Groceries
WH347,Atlanta,1284,14075,10,4240,8173,172,24,8,5,0.751932528,3025,91504,12889,31,5.201192274,2.394329745,S898,Groceries
WH219,Dallas,3921,42770,13,4064,7361,99,16,10,3,1.095776687,11017,46284,1729,45,9.992382013,3.08097123,S648,Furniture
WH444,New York,2214,15788,52,1757,9432,233,25,10,7,3.128658765,10598,34912,3113,48,2.08607099,2.077822268,S677,Apparel
WH393,Denver,3352,45742,44,1825,7382,48,8,9,4,0.857172107,6788,65532,11258,16,2.598940523,4.06815156,S403,Automotive
WH121,Dallas,4422,31151,26,3216,8910,179,19,3,6,1.704513765,12442,51038,3752,34,7.908228411,4.564097867,S596,Automotive
WH366,New York,3904,26040,36,1956,4401,277,16,6,6,3.552024618,3997,96162,1846,34,6.061995903,3.484360599,S473,Groceries
WH420,Houston,778,33230,69,4266,6029,291,18,6,5,1.772902038,18911,36339,2535,15,3.200163997,1.63403837,S645,Furniture
WH324,Los Angeles,1691,19745,12,4729,1842,205,24,4,5,1.20288409,19929,98302,14181,6,9.751962347,4.226509697,S501,Apparel
WH363,Denver,3150,28836,67,4731,1253,142,17,9,4,1.461634704,18445,52286,4379,10,6.153968643,4.331673334,S612,Electronics
WH030,New York,3930,36144,34,1197,9448,214,13,10,1,2.583968438,3341,66480,6868,36,8.334399681,3.605264507,S123,Apparel
WH119,Miami,1100,28489,74,2919,5735,147,16,9,5,4.508077237,5217,79205,14484,36,7.684174013,4.629416285,S795,Groceries
WH314,New York,794,25387,9,2163,1448,97,11,8,6,3.847996064,5083,93008,5620,41,1.072323196,1.549873627,S443,Groceries
WH436,New York,4553,32777,8,955,4390,5,7,5,7,2.77101314,11404,77040,2328,22,2.541941988,3.85742776,S989,Furniture
WH390,Dallas,3530,15844,28,1066,2204,277,19,8,1,1.195314911,11824,68576,13391,7,9.381691655,4.262431387,S927,Furniture
WH204,New York,4161,27050,50,4769,7505,98,25,2,6,4.846602062,4514,64773,2645,46,5.889543245,1.57200832,S364,Furniture
WH032,Atlanta,3103,19103,14,1480,9252,131,13,8,3,3.025161595,7872,79160,1947,0,8.186045361,1.081887176,S386,Furniture
WH313,Chicago,2208,23458,89,1610,8124,72,11,3,7,1.420225818,16194,34878,1647,47,3.387565891,1.392034757,S612,Apparel
WH187,Dallas,1010,14077,23,4507,3900,271,20,5,6,2.524264565,12042,61693,5816,9,4.668143781,3.058196868,S488,Groceries
WH490,Los Angeles,1734,42089,67,3809,1535,164,7,10,5,4.595209994,19944,85301,8555,37,6.015609742,3.186984423,S387,Groceries
WH396,Los Angeles,4689,10597,79,620,2833,144,9,7,2,4.108624404,19812,96508,13221,8,8.824586438,2.741325672,S142,Electronics
WH075,Houston,2578,47323,79,4206,5971,153,8,2,4,4.515413487,11323,73583,11581,11,7.36451672,4.173010881,S771,Furniture
WH257,Houston,839,41031,90,2010,4652,289,13,10,1,1.535645663,19979,69694,13698,26,7.649802841,2.07939042,S708,Apparel
WH380,Denver,1295,10776,12,1850,7556,45,6,8,2,4.152378858,2975,86908,2045,6,4.04198062,2.891640218,S873,Automotive
WH286,Denver,4552,22787,98,2103,7955,143,19,10,3,1.770285855,4803,74330,1858,41,3.864810198,2.109401088,S454,Apparel
WH076,Houston,2468,20971,100,1696,8653,113,17,8,2,1.409073297,7064,73989,8104,23,9.627709785,3.56871577,S635,Furniture
WH387,Atlanta,2420,16208,54,3470,2840,50,24,6,6,4.907269904,16299,32599,10144,2,9.24400149,3.274825876,S872,Groceries
WH342,Los Angeles,802,42957,86,1651,5708,34,25,5,5,3.840250627,11639,98483,14914,28,7.202271729,3.701300824,S928,Furniture
WH453,New York,1322,42688,44,4183,6710,299,13,9,7,3.276076045,4554,73377,936,33,7.01440767,1.161784961,S434,Automotive
WH473,Atlanta,4966,25568,77,4469,8446,227,5,10,7,4.379972845,18319,33179,7078,32,8.291569101,4.27525109,S181,Electronics
WH195,Los Angeles,2482,47194,95,1780,3562,222,12,9,6,0.705523282,1901,74035,12651,13,7.118490486,3.148438484,S188,Automotive
WH419,Seattle,4615,28007,57,2767,9618,13,14,7,3,2.375159432,3193,57295,9014,36,4.356989297,3.754177993,S112,Furniture
WH315,New York,1864,49764,28,4837,4968,138,5,5,1,1.400095574,6405,82497,8691,16,1.536716572,3.94805379,S709,Furniture
WH397,Atlanta,1594,10576,67,2760,2433,129,9,2,6,3.718506497,14648,98567,14169,19,8.225946267,4.561284602,S813,Apparel
WH492,San Francisco,1967,21377,7,442,5005,75,6,7,1,2.195862454,3361,34205,9361,39,5.268478282,3.614909378,S287,Furniture
WH040,Houston,863,25078,18,4365,2078,201,10,5,7,3.241457302,11949,31316,11131,41,2.493200356,3.845446886,S153,Furniture
WH109,Denver,4748,35955,56,4753,2960,116,16,3,6,2.88218334,19702,67320,9406,26,5.72493879,1.920054587,S193,Groceries
WH104,San Francisco,3963,15192,29,4359,7022,228,19,8,4,3.680100359,5196,95995,11137,46,7.211697756,4.56831427,S732,Furniture
WH129,Miami,4049,34165,6,3732,8796,78,13,6,2,2.987334538,15396,64539,9246,32,4.877972884,4.789042119,S461,Automotive
WH430,Atlanta,680,15155,98,3984,1825,47,11,2,3,2.21044708,9438,91042,4296,27,8.816115861,3.357287538,S381,Automotive
WH389,San Francisco,2172,47296,14,3321,8783,201,9,2,5,1.747484223,19538,60429,10792,22,3.062882015,3.637114219,S902,Automotive
WH086,New York,2160,41232,36,1085,1418,18,5,9,5,1.206011031,5883,66793,6290,21,7.286765626,1.585129567,S897,Apparel
WH023,Atlanta,4279,18979,50,3822,6007,221,10,4,6,3.562567711,2775,91635,8483,48,8.047765808,3.960474932,S133,Furniture
WH242,New York,3212,12761,12,2993,4836,53,17,2,5,1.919942758,2360,47222,10103,2,8.370876894,2.6744045,S485,Groceries
WH320,Houston,2420,42442,7,2840,2670,282,25,2,7,2.977134529,2183,62394,13272,46,4.530270796,4.541138933,S915,Automotive
WH296,Seattle,1762,37245,91,3916,5329,16,13,2,4,2.987256761,19475,36091,12567,31,6.416783114,3.493669441,S746,Automotive
WH012,Seattle,3842,24667,31,4266,6678,68,9,5,3,2.960294908,12490,54664,11557,11,4.465614681,3.045213121,S377,Electronics
WH035,Chicago,3929,43657,12,3188,9632,13,7,10,6,2.716825509,5616,93280,14651,32,4.289734236,3.400075477,S287,Automotive
WH093,Dallas,4224,24435,75,3596,8200,297,22,2,1,2.370054754,10588,63818,8540,36,5.289006335,2.646877298,S867,Apparel
WH098,Dallas,3418,38426,58,5130,3468,135,11,6,3,1.440203816,18176,97235,3251,43,1.337623353,2.098499914,S670,Groceries
WH124,New York,2550,23986,85,2544,7192,38,18,5,4,1.489777047,7744,43064,13724,32,6.179666013,1.351459194,S593,Furniture
WH183,Miami,3442,47664,54,3997,6003,28,18,3,3,2.648753848,5117,34794,8157,26,7.034610803,3.81056039,S121,Electronics
WH426,Atlanta,2998,37264,80,658,8622,52,19,10,2,2.470572042,13469,43556,6482,15,7.861706326,4.263083671,S375,Electronics
WH424,Seattle,1645,47552,40,1998,1803,167,13,7,4,1.917564835,10090,85144,9488,47,7.341778088,3.784353521,S339,Electronics
WH279,Los Angeles,2279,17432,69,1715,5390,29,19,3,6,2.976805287,5887,51798,1238,39,7.271054631,2.89638638,S474,Apparel
WH401,Houston,3631,25878,94,4761,1238,63,23,9,7,3.398706879,3896,85798,11847,43,4.56538942,2.372871372,S350,Apparel
WH187,Dallas,2756,39303,85,4440,7713,126,16,4,5,3.54801609,5345,91702,3013,33,4.640103407,4.449951493,S674,Electronics
WH411,Denver,2005,25644,32,621,9068,290,12,2,4,1.047234569,12799,38148,12305,42,8.288989103,2.168571267,S195,Groceries
WH026,Chicago,2042,13881,73,2627,4488,203,12,6,5,1.305304607,2691,55853,1893,50,4.18198688,3.573174689,S944,Electronics
WH268,Seattle,3150,11336,82,4897,4681,79,10,9,2,2.25956247,16865,92424,12202,14,1.323294698,3.297342468,S690,Automotive
WH436,Houston,3431,32555,90,3271,4605,48,11,4,3,4.339924876,4215,98150,6391,50,3.717720086,2.717786919,S955,Apparel
WH256,Houston,4169,44285,24,4979,6683,61,15,8,6,2.677692892,17836,79750,1355,26,5.211208088,1.177555293,S539,Groceries
WH290,New York,1498,27015,57,3928,5884,215,22,3,3,3.23282632,17774,73515,1468,10,7.814388591,2.909715395,S827,Apparel
WH480,Los Angeles,3929,45860,22,1419,3793,222,15,7,3,1.634700056,7257,96829,7188,0,3.314056361,1.198509338,S566,Apparel
WH020,San Francisco,2734,41700,92,4605,9663,195,20,3,3,2.389876579,14331,94845,8580,40,0.897086306,4.150531691,S810,Groceries
WH017,Denver,4576,38381,42,1341,3262,130,6,2,6,4.282557845,12369,52507,11657,11,2.356135204,2.425328007,S696,Apparel
WH325,New York,4863,21317,34,2479,5514,20,15,6,4,3.44656861,9460,61482,11887,10,3.981398637,4.057322749,S147,Groceries
WH304,Los Angeles,3206,49752,45,3987,9928,98,23,2,2,1.286769648,2529,56759,6603,29,7.357488213,2.858419032,S739,Furniture
WH315,Chicago,2679,43969,33,2355,5352,60,10,4,1,2.696695605,17067,85536,8262,47,3.587049515,2.912918175,S512,Apparel
WH179,San Francisco,4703,22122,51,3631,5077,15,5,3,4,0.733670633,7430,55573,9719,34,1.348960165,1.444604161,S690,Groceries
WH205,Houston,4789,24608,57,2629,1150,125,18,10,4,1.877304039,2315,67902,5798,20,4.252128866,4.575927135,S844,Groceries
WH005,Atlanta,2865,35251,13,5093,2701,22,14,9,5,2.523635435,3425,50857,7300,0,1.862565985,4.039106088,S617,Apparel
WH100,Atlanta,4348,36544,85,3191,6065,181,9,4,3,0.639256101,3673,60499,4952,50,6.620696561,4.271051885,S145,Electronics
WH326,Seattle,1689,38198,75,5061,3417,171,12,9,2,1.52711494,8814,37440,3819,23,0.572846958,4.351889886,S414,Groceries
WH233,Houston,1799,21097,91,4048,7128,10,22,2,3,1.559078399,2115,39231,6205,20,1.172217244,1.627918321,S415,Furniture
WH277,Los Angeles,4884,28549,18,3184,1966,113,6,5,4,2.460037343,16441,48757,14887,10,0.664965972,1.394510054,S710,Furniture
WH440,Atlanta,2943,11290,61,3759,5491,88,17,4,4,2.781952738,7098,84467,11675,17,5.725853743,1.06848156,S858,Automotive
WH077,Miami,4930,18352,35,1596,5159,293,16,9,6,3.024742875,11701,65180,13753,30,1.226637143,4.746088492,S999,Apparel
WH478,San Francisco,1233,27791,55,5175,9533,232,16,6,6,4.695794007,18878,49703,3668,34,3.339619113,4.831641704,S466,Electronics
WH402,Seattle,674,26141,64,4623,4972,228,14,5,1,3.882602249,15403,82542,9039,6,4.357942439,1.233062802,S954,Automotive
WH341,Houston,3722,13998,27,1745,3781,91,10,4,2,3.84107172,15719,67201,12369,15,4.759903196,4.795935041,S361,Electronics
WH258,Miami,1503,48675,67,4215,7511,13,18,4,1,3.170284933,11230,61767,5869,9,1.879906211,4.410955472,S209,Automotive
WH119,Atlanta,3386,23075,56,3306,2230,219,15,2,7,3.566882647,4455,73834,7674,0,3.375002952,1.939978335,S538,Furniture
WH068,Los Angeles,3513,20332,92,3170,7359,273,19,4,3,0.657614549,4948,53542,5074,43,7.530401119,2.170646588,S599,Electronics
WH031,San Francisco,1343,46795,19,848,9625,2,12,10,1,0.568792138,10723,64407,4060,31,7.747956526,2.508540593,S690,Groceries
WH499,Houston,4672,23417,33,4914,8583,88,17,5,1,2.502872561,19063,43396,2637,3,1.020484854,3.743667117,S112,Groceries
WH389,Los Angeles,3446,28596,11,3285,3947,23,9,3,5,1.997238115,1997,93587,2877,23,2.259872627,1.352398616,S394,Apparel
WH461,Los Angeles,1690,18398,25,3229,4122,44,25,2,3,1.953448584,9138,36991,5531,16,8.118054924,4.663586956,S217,Electronics
WH192,San Francisco,1631,26153,78,4816,6095,23,10,7,2,2.845008401,11785,97759,9870,1,0.622786836,4.071847562,S187,Electronics
WH182,Chicago,2206,25968,60,1667,6579,51,6,8,1,0.655780196,12102,47230,12800,28,8.678952925,2.38880913,S258,Apparel
WH436,Miami,2199,15009,99,1668,2852,172,15,7,2,4.695498745,14154,87711,5337,12,2.654573788,4.880769414,S698,Furniture
WH263,Miami,4916,41105,14,2610,8025,176,18,5,1,2.887677154,1464,88765,5319,36,5.393536783,1.861886778,S410,Apparel
WH471,New York,1627,35748,48,3789,1788,285,17,3,3,4.384509206,5604,85842,11672,43,2.338957584,4.765918476,S946,Groceries
WH151,New York,989,22004,32,2784,7949,28,18,6,1,4.511183247,6945,47950,3471,46,8.438004655,1.533176054,S492,Automotive
WH294,Chicago,4251,30399,61,650,5765,215,23,10,3,3.608854939,7522,57399,8792,12,7.775085338,1.183492932,S607,Groceries
WH002,San Francisco,4387,14253,57,2175,5528,137,10,8,4,3.417115865,3692,49294,3766,16,5.951639964,3.330750756,S497,Electronics
WH074,Atlanta,1391,30357,7,1134,5475,27,14,9,4,3.411429355,2637,78225,7562,14,8.297316663,2.488891521,S627,Furniture
WH305,Denver,3581,34887,86,1545,3336,272,17,2,2,3.353108486,19453,58798,9161,30,8.098904574,4.040612175,S703,Furniture
WH194,Seattle,3874,28129,27,4349,2781,117,23,3,3,3.544704648,18641,81369,13910,7,1.672008178,2.784503647,S811,Furniture
WH232,San Francisco,688,15316,25,1463,1473,128,13,3,7,3.447686758,17786,90841,5956,4,6.004963251,4.304181751,S520,Automotive
WH041,New York,982,20994,79,3984,5676,148,24,2,5,3.426475553,19518,58802,6490,43,1.066766836,4.483220021,S388,Groceries
WH131,New York,4422,31687,38,828,6857,106,5,9,1,1.188280639,11125,80974,6039,29,5.671113777,1.442413063,S181,Groceries
WH370,Denver,3057,29413,58,930,6939,289,13,4,6,1.488618124,8501,33807,3176,18,9.329248312,1.867162882,S805,Groceries
WH225,San Francisco,1742,15069,75,4542,7019,176,12,4,1,3.980181025,12991,98732,14155,12,6.100235069,4.319110206,S504,Groceries
WH223,Los Angeles,618,38504,70,932,8698,120,11,10,2,4.452741578,13484,36651,1670,40,2.688845434,2.441640807,S591,Groceries
WH476,Los Angeles,1386,31646,78,1271,1613,238,13,8,5,4.147510847,17732,78191,7714,5,7.848355653,1.902888065,S225,Furniture
WH455,Seattle,2207,46394,27,3714,1621,103,6,9,1,4.82314896,19151,79701,559,31,9.578089923,4.169276965,S820,Groceries
WH370,Houston,1488,47706,33,3011,1163,120,13,3,6,1.723703757,3022,77440,2563,14,2.496927788,1.971136322,S744,Apparel
WH105,New York,4872,36005,40,2903,7135,2,6,3,6,2.545543687,4009,52838,13393,20,3.780814516,3.709456926,S152,Furniture
WH282,Chicago,1457,14777,37,922,7717,289,6,5,4,0.727564605,10811,56640,5499,6,4.738091339,2.418501437,S997,Electronics
WH489,Dallas,3312,18928,35,3091,4335,179,9,10,2,4.563695213,17190,60788,4973,20,7.229039763,4.916921907,S771,Groceries
WH376,San Francisco,2605,10338,91,5126,4701,294,25,4,3,0.778874847,6035,52334,7781,36,9.496487007,3.093092473,S260,Groceries
WH458,San Francisco,660,16847,7,1611,6400,76,7,3,1,2.466298202,6734,94183,14278,31,2.782415901,2.213741808,S188,Automotive
WH033,Miami,2300,20247,59,1459,2672,145,5,4,1,3.043127258,12513,88472,5813,41,8.158908208,4.568741113,S808,Electronics
WH125,Chicago,4977,41030,47,1299,6841,12,23,5,6,1.588994297,8656,91605,2296,11,9.482954803,1.857056279,S954,Electronics
WH080,Chicago,2200,28605,59,2474,9333,230,7,3,1,2.812439156,16645,30946,9292,20,4.466651716,3.653630394,S439,Furniture
WH286,Dallas,3424,41424,95,5119,8842,216,16,2,4,4.954139119,10280,72693,3078,26,1.013607709,4.347908655,S248,Apparel
WH120,Denver,2258,35457,42,2659,4499,158,5,4,5,1.528086491,15946,97396,515,40,1.531034923,1.897974679,S968,Electronics
WH092,San Francisco,3547,11927,78,5117,9398,184,20,4,5,2.69433009,1357,46592,9805,40,5.019153168,2.910831242,S799,Electronics
WH477,Atlanta,679,14825,71,1890,1359,248,22,7,1,1.000904968,15165,49608,7572,3,4.246762743,4.163821878,S684,Electronics
WH413,Seattle,3412,32468,21,2576,1753,111,25,4,7,0.562359134,5445,52720,4987,29,1.286293103,2.35831657,S899,Automotive
WH326,San Francisco,1210,49101,90,1626,9166,210,10,4,4,0.921158586,17697,55520,11152,7,8.369369681,3.013636061,S816,Electronics
WH078,San Francisco,2466,49895,46,2107,1248,42,8,4,2,1.654442935,11376,99202,4433,14,8.641811555,2.089979963,S436,Groceries
WH055,Miami,849,40691,78,4475,7426,160,10,8,5,1.647930205,14310,72838,2042,4,6.541362593,4.690850577,S126,Apparel
WH033,Seattle,620,36935,33,3801,7580,299,25,9,5,3.737687144,18414,99965,8482,30,9.130371482,4.838445803,S261,Apparel
WH243,Seattle,2270,11850,23,575,1848,181,11,4,6,2.915888498,2588,59428,8173,10,8.773904519,4.036400364,S222,Automotive
WH388,San Francisco,2202,48273,46,2947,5667,92,24,10,2,1.775861926,18885,84686,13036,39,8.693970319,4.41777095,S270,Apparel
WH482,Seattle,2343,44472,67,1171,7410,246,15,3,2,1.51177281,7102,59904,3547,1,3.273032649,3.481382809,S763,Electronics
WH387,Los Angeles,4174,12979,75,3605,2555,45,25,10,6,3.38757286,4433,45894,12383,12,2.295605677,1.389213291,S807,Furniture
WH259,Seattle,4648,15598,59,3271,7125,11,15,2,2,0.905879266,5751,38658,12666,26,6.618018795,1.433822776,S322,Groceries
WH049,Chicago,3577,45556,97,2582,6669,195,7,8,3,1.188029505,1133,89377,9913,28,6.15527113,4.468922131,S825,Furniture
WH322,Chicago,1502,44913,79,2782,1245,81,11,5,4,3.861235789,12304,39104,1408,15,7.821841336,3.595833679,S134,Furniture
WH131,Denver,2556,15965,14,886,9931,221,19,9,7,4.287318368,16289,98956,8362,0,7.256458116,1.192385858,S516,Furniture
WH264,Atlanta,3807,29822,63,3546,7646,47,12,10,3,2.534093179,2827,57378,5546,28,4.886547723,2.65034154,S314,Electronics
WH371,Houston,929,44786,27,2849,9526,124,15,7,3,3.821299106,16282,87397,11137,1,0.835679119,1.602198538,S391,Apparel
WH183,Houston,4448,30810,7,2335,5763,138,13,5,1,4.660653791,8728,90309,14870,17,7.223295683,3.980831295,S518,Electronics
WH329,New York,1747,36489,50,4930,1695,113,20,5,3,1.728862595,12353,95132,4864,19,6.210058705,2.72941637,S927,Apparel
WH232,Dallas,519,34100,86,3854,2065,273,16,2,4,4.444190954,6332,96949,6145,31,2.639036373,3.201119647,S278,Groceries
WH488,Denver,1769,18687,67,2744,6256,237,18,7,6,2.828759508,7616,63690,14003,28,3.182157067,3.228623325,S782,Apparel
WH344,Houston,2073,36001,55,894,8141,262,21,8,2,4.106776602,1476,34990,14534,3,6.083528641,4.126618245,S123,Furniture
WH060,New York,969,26229,17,1093,2127,206,7,4,3,3.591684625,4565,51567,2540,35,4.990166015,3.068268638,S231,Furniture
WH194,Dallas,1204,43074,90,1222,8904,244,19,9,5,3.984802626,6812,43468,2324,3,8.941255065,4.233132086,S735,Groceries
WH489,Seattle,3853,13948,12,1343,5090,112,15,3,4,1.197049339,8099,40856,6692,45,1.999041772,3.538809225,S941,Apparel
WH470,New York,2498,23341,77,800,4404,107,25,8,7,3.042653915,14588,45456,1950,17,2.836929063,3.844236617,S433,Furniture
WH175,Los Angeles,2366,25357,66,3994,1770,141,15,10,3,1.824163964,8940,92482,9011,38,4.735391192,2.819534602,S228,Furniture
WH419,San Francisco,2492,33279,5,598,4399,89,19,8,3,2.865143964,18414,55080,11372,29,3.869478428,1.517165981,S783,Automotive
WH246,Chicago,2610,42413,98,3115,3294,289,15,10,2,1.823740514,12091,71855,7749,5,8.629357553,2.990195131,S646,Apparel
WH401,Atlanta,3157,45610,53,3940,4202,270,8,5,2,2.639038387,12957,99706,14529,5,2.15457294,4.772301859,S219,Groceries
WH079,Dallas,3347,19511,78,878,3689,210,24,6,5,2.345357118,11709,55163,12230,44,0.86633318,2.087799942,S581,Automotive
WH113,Houston,1875,24950,90,4065,1713,298,23,9,2,4.945969766,1887,48912,14635,24,6.44062088,2.094185523,S164,Apparel
WH482,Dallas,654,48570,82,2773,2042,268,25,6,6,3.057039787,4473,37339,1954,19,1.331191757,1.17738811,S980,Furniture
WH095,Denver,4991,22805,94,2525,9049,126,11,5,2,0.882523775,3272,79488,13564,48,8.559356588,4.01398502,S320,Furniture
WH387,Chicago,1889,30630,92,2271,3138,63,11,9,4,3.66024587,6237,91701,13797,19,6.999616025,1.625875066,S759,Groceries
WH189,Los Angeles,939,46548,28,4581,1312,150,9,9,2,4.225814355,2946,96247,5515,5,4.229580651,3.634583879,S286,Electronics
WH039,New York,2347,46837,21,2434,2906,88,17,7,3,1.192018605,5506,93079,9020,24,4.713906096,2.253177114,S445,Electronics
WH233,Atlanta,4434,20120,77,4997,9664,97,20,8,2,2.369220537,5212,65546,7969,18,5.478201927,3.025049086,S355,Groceries
WH303,Miami,1602,12348,7,4403,4423,268,5,9,3,3.422803142,5046,98673,13352,42,9.035054142,2.013285407,S139,Electronics
WH105,Miami,2936,23562,22,5034,9521,55,9,3,6,3.118462986,19875,82925,1132,36,2.261846616,4.697287305,S372,Furniture
WH018,Atlanta,2437,36928,18,1217,4990,224,5,4,4,2.707463618,10790,75859,12841,24,2.629567307,2.808186401,S656,Furniture
WH350,Miami,2652,20238,82,1374,5892,198,21,2,7,3.499859468,15998,44162,5669,9,8.106075919,3.366766313,S230,Furniture
WH287,Atlanta,4693,22130,97,4306,9883,90,24,4,1,3.576786834,17787,38920,4640,2,7.175892317,2.721773369,S129,Automotive
WH354,Los Angeles,2929,12910,87,2193,6796,63,23,4,1,2.45440306,3528,93422,10857,24,4.861912175,1.373795086,S519,Electronics
WH395,Dallas,4860,36306,48,5137,1101,179,6,6,1,3.552012206,2942,55459,3679,43,3.362482117,4.441950849,S157,Automotive
WH344,Denver,985,43485,83,474,9816,113,5,6,7,1.206092407,11804,96689,3414,9,4.930170323,3.609003181,S532,Apparel
